"timestamps","open","high","low","close","volume","amount"
"2025-03-19","3.8158","3.8584","3.7855","3.8236","1135000","4339786"
"2025-03-20","3.8176","3.8602","3.788","3.8256","1137500","4351620"
"2025-03-21","3.8191","3.8612","3.7902","3.8269","1140000","4362666"
"2025-03-24","3.8202","3.8615","3.792","3.8276","1142500","4373033"
"2025-03-25","3.8211","3.8612","3.7936","3.8277","1145000","4382716.5"
"2025-03-26","3.8217","3.8602","3.795","3.8272","1147500","4391712"
"2025-03-27","3.8219","3.8586","3.7959","3.8262","1150000","4400130"
"2025-03-28","3.8217","3.8563","3.7965","3.8246","1152500","4407851.5"
"2025-03-31","3.8214","3.8537","3.7958","3.8227","1155000","4415218.5"
"2025-04-01","3.8207","3.851","3.7941","3.8204","1157500","4422113"
"2025-04-02","3.8198","3.8493","3.7908","3.8179","1160000","4428764"
"2025-04-03","3.8187","3.8474","3.7875","3.8153","1162500","4435286.25"
"2025-04-04","3.8173","3.8451","3.784","3.8126","1165000","4441679"
"2025-04-07","3.8158","3.8427","3.7806","3.8099","1167500","4448058.25"
"2025-04-08","3.8143","3.8403","3.7774","3.8074","1170000","4454658"
"2025-04-09","3.8126","3.8377","3.7745","3.8051","1172500","4461479.75"
"2025-04-10","3.8111","3.8369","3.772","3.8032","1175000","4468760"
"2025-04-11","3.8096","3.8363","3.7698","3.8016","1177500","4476384"
"2025-04-14","3.8083","3.8359","3.7682","3.8006","1180000","4484708"
"2025-04-15","3.8074","3.8359","3.7673","3.8002","1182500","4493736.5"
"2025-04-16","3.8066","3.8359","3.767","3.8003","1185000","4503355.5"
"2025-04-17","3.8064","3.8365","3.7675","3.8012","1187500","4513925"
"2025-04-18","3.8066","3.8375","3.7686","3.8027","1190000","4525213"
"2025-04-21","3.8074","3.839","3.7706","3.805","1192500","4537462.5"
"2025-04-22","3.8089","3.8411","3.7734","3.808","1195000","4550560"
"2025-04-23","3.811","3.8445","3.7762","3.8117","1197500","4564510.75"
"2025-04-24","3.8138","3.8495","3.7789","3.8161","1200000","4579320"
"2025-04-25","3.8174","3.855","3.7824","3.8212","1202500","4594993"
"2025-04-28","3.8217","3.861","3.7867","3.8268","1205000","4611294"
"2025-04-29","3.8268","3.8675","3.7919","3.833","1207500","4628347.5"
"2025-04-30","3.8325","3.8744","3.7977","3.8396","1210000","4645916"
"2025-05-01","3.8389","3.8815","3.8042","3.8466","1212500","4664002.5"
"2025-05-02","3.8458","3.8888","3.8113","3.8538","1215000","4682367"
"2025-05-05","3.8534","3.8963","3.8192","3.8613","1217500","4701132.75"
"2025-05-06","3.8612","3.9037","3.8274","3.8688","1220000","4719936"
"2025-05-07","3.8694","3.911","3.8359","3.8763","1222500","4738776.75"
"2025-05-08","3.8776","3.9181","3.8446","3.8836","1225000","4757410"
"2025-05-09","3.886","3.9249","3.8535","3.8908","1227500","4775957"
"2025-05-12","3.894","3.9312","3.862","3.8975","1230000","4793925"
"2025-05-13","3.9019","3.9372","3.8705","3.9039","1232500","4811556.75"
"2025-05-14","3.9093","3.9424","3.8785","3.9097","1235000","4828479.5"
"2025-05-15","3.9162","3.9483","3.8848","3.915","1237500","4844812.5"
"2025-05-16","3.9223","3.9537","3.8901","3.9196","1240000","4860304"
"2025-05-19","3.9277","3.9584","3.8947","3.9235","1242500","4874948.75"
"2025-05-20","3.9322","3.9621","3.8986","3.9267","1245000","4888741.5"
"2025-05-21","3.9356","3.9647","3.9017","3.9291","1247500","4901552.25"
"2025-05-22","3.938","3.9663","3.9041","3.9307","1250000","4913375"
"2025-05-23","3.9394","3.9668","3.9058","3.9316","1252500","4924329"
"2025-05-26","3.9398","3.9663","3.9067","3.9318","1255000","4934409"
"2025-05-27","3.9391","3.9647","3.9055","3.9312","1257500","4943484"
"2025-05-28","3.9374","3.9627","3.9035","3.93","1260000","4951800"
"2025-05-29","3.9349","3.9611","3.901","3.9282","1262500","4959352.5"
"2025-05-30","3.9315","3.9586","3.8978","3.9258","1265000","4966137"
"2025-06-02","3.9275","3.9555","3.8943","3.923","1267500","4972402.5"
"2025-06-03","3.923","3.9518","3.8905","3.9199","1270000","4978273"
"2025-06-04","3.918","3.9477","3.8864","3.9165","1272500","4983746.25"
"2025-06-05","3.9129","3.9434","3.8822","3.913","1275000","4989075"
"2025-06-06","3.9077","3.9406","3.8764","3.9094","1277500","4994258.5"
"2025-06-09","3.9026","3.9377","3.8707","3.9058","1280000","4999424"
"2025-06-10","3.8978","3.9349","3.8654","3.9024","1282500","5004828"
"2025-06-11","3.8934","3.9323","3.8605","3.8992","1285000","5010472"
"2025-06-12","3.8896","3.93","3.8562","3.8964","1287500","5016615"
"2025-06-13","3.8865","3.928","3.8527","3.894","1290000","5023260"
"2025-06-16","3.8842","3.9265","3.8501","3.8921","1292500","5030539.25"
"2025-06-17","3.8827","3.9253","3.8483","3.8907","1295000","5038456.5"
"2025-06-18","3.8821","3.9247","3.8475","3.8899","1297500","5047145.25"
"2025-06-19","3.8826","3.9248","3.8478","3.8898","1300000","5056740"
"2025-06-20","3.884","3.9254","3.8491","3.8904","1302500","5067246"
"2025-06-23","3.8862","3.9266","3.8512","3.8916","1305000","5078538"
"2025-06-24","3.8893","3.9282","3.8543","3.8934","1307500","5090620.5"
"2025-06-25","3.8934","3.9306","3.8585","3.896","1310000","5103760"
"2025-06-26","3.898","3.9334","3.8632","3.8991","1312500","5117568.75"
"2025-06-27","3.9033","3.9373","3.8682","3.9028","1315000","5132182"
"2025-06-30","3.9091","3.9426","3.8726","3.907","1317500","5147472.5"
"2025-07-01","3.9153","3.9483","3.8776","3.9117","1320000","5163444"
"2025-07-02","3.9217","3.9541","3.8829","3.9167","1322500","5179835.75"
"2025-07-03","3.9281","3.9599","3.8886","3.922","1325000","5196650"
"2025-07-04","3.9345","3.9656","3.8946","3.9275","1327500","5213756.25"
"2025-07-07","3.9406","3.971","3.9005","3.933","1330000","5230890"
"2025-07-08","3.9466","3.9762","3.9067","3.9386","1332500","5248184.5"
"2025-07-09","3.952","3.9808","3.9127","3.944","1335000","5265240"
"2025-07-10","3.957","3.9849","3.9186","3.9493","1337500","5282188.75"
"2025-07-11","3.9612","3.9882","3.9241","3.9542","1340000","5298628"
"2025-07-14","3.9649","3.991","3.9294","3.9588","1342500","5314689"
"2025-07-15","3.9679","3.9931","3.9342","3.9629","1345000","5330100.5"
"2025-07-16","3.9701","3.9958","3.9384","3.9664","1347500","5344724"
"2025-07-17","3.9716","3.9982","3.9422","3.9694","1350000","5358690"
"2025-07-18","3.9724","3.9999","3.9453","3.9718","1352500","5371859.5"
"2025-07-21","3.9725","4.0019","3.9468","3.9735","1355000","5384092.5"
"2025-07-22","3.9719","4.0037","3.9469","3.9745","1357500","5395383.75"
"2025-07-23","3.9709","4.0049","3.9451","3.9749","1360000","5405864"
"2025-07-24","3.9693","4.0054","3.9427","3.9746","1362500","5415392.5"
"2025-07-25","3.9672","4.0051","3.9399","3.9736","1365000","5423964"
"2025-07-28","3.9648","4.0042","3.9367","3.972","1367500","5431710"
"2025-07-29","3.9621","4.0027","3.9333","3.9699","1370000","5438763"
"2025-07-30","3.9593","4.0006","3.9298","3.9673","1372500","5445119.25"
"2025-07-31","3.9563","3.998","3.9261","3.9642","1375000","5450775"
"2025-08-01","3.9534","3.9951","3.9226","3.9609","1377500","5456139.75"
"2025-08-04","3.9505","3.9918","3.9191","3.9573","1380000","5461074"
"2025-08-05","3.9477","3.9882","3.9157","3.9535","1382500","5465713.75"
"2025-08-06","3.9451","3.9846","3.9126","3.9497","1385000","5470334.5"
"2025-08-07","3.9428","3.981","3.9098","3.946","1387500","5475075"
"2025-08-08","3.9408","3.9775","3.9074","3.9425","1390000","5480075"
"2025-08-11","3.9391","3.9741","3.9053","3.9392","1392500","5485336"
"2025-08-12","3.9378","3.9725","3.9021","3.9363","1395000","5491138.5"
"2025-08-13","3.9368","3.9713","3.8994","3.9338","1397500","5497485.5"
"2025-08-14","3.9362","3.9704","3.8971","3.9318","1400000","5504520"
"2025-08-15","3.9361","3.9699","3.8957","3.9305","1402500","5512526.25"
"2025-08-18","3.9365","3.9698","3.8949","3.9298","1405000","5521369"
"2025-08-19","3.9373","3.9701","3.8949","3.9299","1407500","5531334.25"
"2025-08-20","3.9385","3.9707","3.8956","3.9306","1410000","5542146"
"2025-08-21","3.9402","3.9717","3.8973","3.9322","1412500","5554232.5"
"2025-08-22","3.9423","3.9731","3.8997","3.9345","1415000","5567317.5"
"2025-08-25","3.9449","3.9749","3.903","3.9376","1417500","5581548"
"2025-08-26","3.9479","3.9771","3.907","3.9414","1420000","5596788"
"2025-08-27","3.9514","3.9798","3.9118","3.9459","1422500","5613042.75"
"2025-08-28","3.9553","3.9828","3.9174","3.9511","1425000","5630317.5"
"2025-08-29","3.9596","3.9862","3.9235","3.9568","1427500","5648332"
"2025-09-01","3.9644","3.9901","3.9302","3.9631","1430000","5667233"
"2025-09-02","3.9695","3.995","3.9371","3.9698","1432500","5686738.5"
"2025-09-03","3.9749","4.0029","3.9431","3.9768","1435000","5706708"
"2025-09-04","3.9807","4.0111","3.9494","3.9841","1437500","5727143.75"
"2025-09-05","3.9867","4.0194","3.9561","3.9915","1440000","5747760"
"2025-09-08","3.9929","4.0276","3.9629","3.9989","1442500","5768413.25"
"2025-09-09","3.9993","4.0358","3.97","4.0062","1445000","5788959"
"2025-09-10","4.0058","4.0438","3.9772","4.0134","1447500","5809396.5"
"2025-09-11","4.0124","4.0514","3.9845","4.0203","1450000","5829435"
"2025-09-12","4.0188","4.0586","3.9917","4.0268","1452500","5848927"
"2025-09-15","4.0252","4.0653","3.9988","4.0329","1455000","5867869.5"
"2025-09-16","4.0313","4.0714","4.0057","4.0384","1457500","5885968"
"2025-09-17","4.0371","4.0769","4.0119","4.0434","1460000","5903364"
"2025-09-18","4.0426","4.0817","4.0167","4.0477","1462500","5919761.25"
"2025-09-19","4.0475","4.0856","4.0208","4.0513","1465000","5935154.5"
"2025-09-22","4.0519","4.0889","4.0245","4.0543","1467500","5949685.25"
"2025-09-23","4.0557","4.0913","4.0275","4.0565","1470000","5963055"
"2025-09-24","4.0588","4.0938","4.0291","4.058","1472500","5975405"
"2025-09-25","4.0612","4.0962","4.0292","4.0588","1475000","5986730"
"2025-09-26","4.0628","4.0978","4.0287","4.059","1477500","5997172.5"
"2025-09-29","4.0637","4.0985","4.0276","4.0585","1480000","6006580"
"2025-09-30","4.0638","4.0984","4.026","4.0575","1482500","6015243.75"
"2025-10-01","4.0632","4.0976","4.024","4.0561","1485000","6023308.5"
"2025-10-02","4.0619","4.0959","4.0216","4.0542","1487500","6030622.5"
"2025-10-03","4.06","4.0936","4.0189","4.052","1490000","6037480"
"2025-10-06","4.0575","4.0906","4.0161","4.0496","1492500","6044028"
"2025-10-07","4.0546","4.0871","4.0131","4.047","1495000","6050265"
"2025-10-08","4.0513","4.0832","4.0102","4.0444","1497500","6056489"
"2025-10-09","4.0479","4.0791","4.0074","4.0419","1500000","6062850"
"2025-10-10","4.0444","4.0749","4.0049","4.0396","1502500","6069499"
"2025-10-13","4.0409","4.0706","4.0026","4.0375","1505000","6076437.5"
"2025-10-14","4.0377","4.0665","4.0008","4.0358","1507500","6083968.5"
"2025-10-15","4.0347","4.0627","3.9994","4.0344","1510000","6091944"
"2025-10-16","4.0323","4.0607","3.9973","4.0336","1512500","6100820"
"2025-10-17","4.0306","4.0596","3.9957","4.0334","1515000","6110601"
"2025-10-20","4.0295","4.059","3.9947","4.0337","1517500","6121139.75"
"2025-10-21","4.0291","4.0602","3.9945","4.0346","1520000","6132592"
"2025-10-22","4.0297","4.0628","3.9954","4.0363","1522500","6145266.75"
"2025-10-23","4.0312","4.0659","3.9972","4.0385","1525000","6158712.5"
"2025-10-24","4.0336","4.0697","3.9999","4.0414","1527500","6173238.5"
"2025-10-27","4.037","4.0741","4.0037","4.045","1530000","6188850"
"2025-10-28","4.0412","4.079","4.0084","4.0491","1532500","6205245.75"
"2025-10-29","4.0463","4.0844","4.014","4.0537","1535000","6222429.5"
"2025-10-30","4.0522","4.0903","4.0205","4.0589","1537500","6240558.75"
"2025-10-31","4.0588","4.0965","4.0276","4.0644","1540000","6259176"
"2025-11-03","4.0658","4.1029","4.0353","4.0702","1542500","6278283.5"
"2025-11-04","4.0733","4.1095","4.0434","4.0763","1545000","6297883.5"
"2025-11-05","4.081","4.1162","4.0518","4.0825","1547500","6317668.75"
"2025-11-06","4.0888","4.1229","4.0602","4.0887","1550000","6337485"
"2025-11-07","4.0966","4.1311","4.0671","4.0949","1552500","6357332.25"
"2025-11-10","4.1041","4.1388","4.0739","4.1009","1555000","6376899.5"
"2025-11-11","4.1113","4.1462","4.0805","4.1067","1557500","6396185.25"
"2025-11-12","4.1178","4.1528","4.0865","4.112","1560000","6414720"
"2025-11-13","4.1238","4.1588","4.0917","4.117","1562500","6432812.5"
"2025-11-14","4.1289","4.1638","4.0953","4.1214","1565000","6449991"
"2025-11-17","4.1331","4.1679","4.0984","4.1252","1567500","6466251"
"2025-11-18","4.1364","4.1709","4.1008","4.1284","1570000","6481588"
"2025-11-19","4.1387","4.1729","4.1026","4.1309","1572500","6495840.25"
"2025-11-20","4.1399","4.1737","4.1037","4.1327","1575000","6509002.5"
"2025-11-21","4.1401","4.1735","4.104","4.1337","1577500","6520911.75"
"2025-11-24","4.1393","4.1721","4.1036","4.134","1580000","6531720"
"2025-11-25","4.1376","4.1698","4.1026","4.1336","1582500","6541422"
"2025-11-26","4.1349","4.1665","4.1008","4.1324","1585000","6549854"
"2025-11-27","4.1316","4.1625","4.0984","4.1306","1587500","6557327.5"
"2025-11-28","4.1275","4.1582","4.0948","4.1281","1590000","6563679"
"2025-12-01","4.123","4.1545","4.0899","4.1252","1592500","6569381"
"2025-12-02","4.118","4.1502","4.0844","4.1217","1595000","6574111.5"
"2025-12-03","4.1129","4.1455","4.079","4.1179","1597500","6578345.25"
"2025-12-04","4.1076","4.1404","4.0733","4.1137","1600000","6581920"
"2025-12-05","4.1024","4.1352","4.0679","4.1094","1602500","6585313.5"
"2025-12-08","4.0973","4.1301","4.0626","4.105","1605000","6588525"
"2025-12-09","4.0926","4.1266","4.0577","4.1006","1607500","6591714.5"
"2025-12-10","4.0883","4.1232","4.0533","4.0963","1610000","6595043"
"2025-12-11","4.0847","4.1201","4.0497","4.0923","1612500","6598833.75"
"2025-12-12","4.0815","4.1171","4.0465","4.0885","1615000","6602927.5"
"2025-12-15","4.0791","4.1147","4.0442","4.0852","1617500","6607811"
"2025-12-16","4.0775","4.1127","4.0428","4.0824","1620000","6613488"
"2025-12-17","4.0765","4.1111","4.042","4.0801","1622500","6619962.25"
"2025-12-18","4.0764","4.1102","4.0421","4.0785","1625000","6627562.5"
"2025-12-19","4.0771","4.11","4.0431","4.0776","1627500","6636294"
"2025-12-22","4.0785","4.1114","4.0438","4.0774","1630000","6646162"
"2025-12-23","4.0805","4.114","4.0447","4.0779","1632500","6657171.75"
"2025-12-24","4.0833","4.1172","4.0465","4.0792","1635000","6669492"
"2025-12-25","4.0867","4.121","4.0491","4.0813","1637500","6683128.75"
"2025-12-26","4.0904","4.125","4.0523","4.084","1640000","6697760"
"2025-12-29","4.0948","4.1296","4.0564","4.0875","1642500","6713718.75"
"2025-12-30","4.0994","4.1343","4.0612","4.0916","1645000","6730682"
"2025-12-31","4.1043","4.1393","4.0665","4.0963","1647500","6748654.25"
"2026-01-01","4.1094","4.1444","4.0724","4.1015","1650000","6767475"
"2026-01-02","4.1146","4.1495","4.0787","4.1071","1652500","6786982.75"
"2026-01-05","4.1199","4.1546","4.0855","4.1131","1655000","6807180.5"
"2026-01-06","4.1251","4.1595","4.0924","4.1193","1657500","6827739.75"
"2026-01-07","4.1303","4.1644","4.0996","4.1257","1660000","6848662"
"2026-01-08","4.1353","4.1689","4.1067","4.1321","1662500","6869616.25"
"2026-01-09","4.1401","4.1732","4.1131","4.1385","1665000","6890602.5"
"2026-01-12","4.1448","4.1774","4.1185","4.1447","1667500","6911287.25"
"2026-01-13","4.1492","4.1827","4.1223","4.1507","1670000","6931669"
"2026-01-14","4.1532","4.1876","4.1255","4.1563","1672500","6951411.75"
"2026-01-15","4.1571","4.1921","4.1287","4.1616","1675000","6970680"
"2026-01-16","4.1606","4.1961","4.1315","4.1663","1677500","6988968.25"
"2026-01-19","4.1638","4.1994","4.134","4.1705","1680000","7006440"
"2026-01-20","4.1667","4.2022","4.1362","4.1741","1682500","7022923.25"
"2026-01-21","4.1692","4.2043","4.1381","4.1771","1685000","7038413.5"
"2026-01-22","4.1714","4.2057","4.1397","4.1794","1687500","7052737.5"
"2026-01-23","4.1732","4.2064","4.141","4.181","1690000","7065890"
"2026-01-26","4.1747","4.2075","4.1419","4.182","1692500","7078035"
"2026-01-27","4.1759","4.2088","4.1427","4.1824","1695000","7089168"
"2026-01-28","4.1768","4.2095","4.1432","4.1822","1697500","7099284.5"
"2026-01-29","4.1772","4.2096","4.1432","4.1814","1700000","7108380"
"2026-01-30","4.1775","4.2092","4.1432","4.1802","1702500","7116790.5"
"2026-02-02","4.1773","4.2083","4.1427","4.1785","1705000","7124342.5"
"2026-02-03","4.1769","4.2075","4.1417","4.1765","1707500","7131373.75"
"2026-02-04","4.1762","4.2075","4.1393","4.1742","1710000","7137882"
"2026-02-05","4.1753","4.2073","4.1368","4.1718","1712500","7144207.5"
"2026-02-06","4.1741","4.2067","4.1343","4.1693","1715000","7150349.5"
"2026-02-09","4.1729","4.2061","4.1319","4.1669","1717500","7156650.75"
"2026-02-10","4.1715","4.2052","4.1297","4.1646","1720000","7163112"
"2026-02-11","4.1701","4.2042","4.1278","4.1625","1722500","7169906.25"
"2026-02-12","4.1687","4.2031","4.1263","4.1608","1725000","7177380"
"2026-02-13","4.1674","4.2021","4.1252","4.1594","1727500","7185363.5"
"2026-02-16","4.1663","4.2012","4.1247","4.1586","1730000","7194378"
"2026-02-17","4.1654","4.2004","4.1248","4.1583","1732500","7204254.75"
"2026-02-18","4.1648","4.1998","4.1255","4.1586","1735000","7215171"
"2026-02-19","4.1647","4.1996","4.127","4.1596","1737500","7227305"
"2026-02-20","4.165","4.1998","4.1291","4.1612","1740000","7240488"
"2026-02-23","4.1658","4.2004","4.1319","4.1635","1742500","7254898.75"
"2026-02-24","4.1673","4.2016","4.1356","4.1666","1745000","7270717"
"2026-02-25","4.1694","4.2042","4.1391","4.1703","1747500","7287599.25"
