"timestamps","open","high","low","close","volume","amount"
"2025-04-14","1.872","1.8996","1.8319","1.8643","1180000","2199874"
"2025-04-15","1.8709","1.8994","1.8308","1.8637","1182500","2203825.25"
"2025-04-16","1.8699","1.8992","1.8303","1.8636","1185000","2208366"
"2025-04-17","1.8692","1.8993","1.8303","1.864","1187500","2213500"
"2025-04-18","1.8688","1.8997","1.8308","1.8649","1190000","2219231"
"2025-04-21","1.8689","1.9005","1.8321","1.8665","1192500","2225801.25"
"2025-04-22","1.8695","1.9017","1.834","1.8686","1195000","2232977"
"2025-04-23","1.8706","1.9041","1.8358","1.8713","1197500","2240881.75"
"2025-04-24","1.8722","1.9079","1.8373","1.8745","1200000","2249400"
"2025-04-25","1.8744","1.912","1.8394","1.8782","1202500","2258535.5"
"2025-04-28","1.8774","1.9167","1.8424","1.8825","1205000","2268412.5"
"2025-04-29","1.8809","1.9216","1.846","1.8871","1207500","2278673.25"
"2025-04-30","1.8851","1.927","1.8503","1.8922","1210000","2289562"
"2025-05-01","1.8898","1.9324","1.8551","1.8975","1212500","2300718.75"
"2025-05-02","1.895","1.938","1.8605","1.903","1215000","2312145"
"2025-05-05","1.9008","1.9437","1.8666","1.9087","1217500","2323842.25"
"2025-05-06","1.9068","1.9493","1.873","1.9144","1220000","2335568"
"2025-05-07","1.9132","1.9548","1.8797","1.9201","1222500","2347322.25"
"2025-05-08","1.9197","1.9602","1.8867","1.9257","1225000","2358982.5"
"2025-05-09","1.9263","1.9652","1.8938","1.9311","1227500","2370425.25"
"2025-05-12","1.9328","1.97","1.9008","1.9363","1230000","2381649"
"2025-05-13","1.9391","1.9744","1.9077","1.9411","1232500","2392405.75"
"2025-05-14","1.9451","1.9782","1.9143","1.9455","1235000","2402692.5"
"2025-05-15","1.9506","1.9827","1.9192","1.9494","1237500","2412382.5"
"2025-05-16","1.9555","1.9869","1.9233","1.9528","1240000","2421472"
"2025-05-19","1.9598","1.9905","1.9268","1.9556","1242500","2429833"
"2025-05-20","1.9634","1.9933","1.9298","1.9579","1245000","2437585.5"
"2025-05-21","1.966","1.9951","1.9321","1.9595","1247500","2444476.25"
"2025-05-22","1.9679","1.9962","1.934","1.9606","1250000","2450750"
"2025-05-23","1.9688","1.9962","1.9352","1.961","1252500","2456152.5"
"2025-05-26","1.9688","1.9953","1.9357","1.9608","1255000","2460804"
"2025-05-27","1.968","1.9936","1.9344","1.9601","1257500","2464825.75"
"2025-05-28","1.9663","1.9916","1.9324","1.9589","1260000","2468214"
"2025-05-29","1.9638","1.99","1.9299","1.9571","1262500","2470838.75"
"2025-05-30","1.9607","1.9878","1.927","1.955","1265000","2473075"
"2025-06-02","1.957","1.985","1.9238","1.9525","1267500","2474793.75"
"2025-06-03","1.9528","1.9816","1.9203","1.9497","1270000","2476119"
"2025-06-04","1.9482","1.9779","1.9166","1.9467","1272500","2477175.75"
"2025-06-05","1.9435","1.974","1.9128","1.9436","1275000","2478090"
"2025-06-06","1.9387","1.9716","1.9074","1.9404","1277500","2478861"
"2025-06-09","1.9341","1.9692","1.9022","1.9373","1280000","2479744"
"2025-06-10","1.9297","1.9668","1.8973","1.9343","1282500","2480739.75"
"2025-06-11","1.9257","1.9646","1.8928","1.9315","1285000","2481977.5"
"2025-06-12","1.9221","1.9625","1.8887","1.9289","1287500","2483458.75"
"2025-06-13","1.9192","1.9607","1.8854","1.9267","1290000","2485443"
"2025-06-16","1.917","1.9593","1.8829","1.9249","1292500","2487933.25"
"2025-06-17","1.9155","1.9581","1.8811","1.9235","1295000","2490932.5"
"2025-06-18","1.9148","1.9574","1.8802","1.9226","1297500","2494573.5"
"2025-06-19","1.9151","1.9573","1.8803","1.9223","1300000","2498990"
"2025-06-20","1.916","1.9574","1.8811","1.9224","1302500","2503926"
"2025-06-23","1.9177","1.9581","1.8827","1.9231","1305000","2509645.5"
"2025-06-24","1.9202","1.9591","1.8852","1.9243","1307500","2516022.25"
"2025-06-25","1.9234","1.9606","1.8885","1.926","1310000","2523060"
"2025-06-26","1.9272","1.9626","1.8924","1.9283","1312500","2530893.75"
"2025-06-27","1.9315","1.9655","1.8964","1.931","1315000","2539265"
"2025-06-30","1.9362","1.9697","1.8997","1.9341","1317500","2548176.75"
"2025-07-01","1.9411","1.9741","1.9034","1.9375","1320000","2557500"
"2025-07-02","1.9462","1.9786","1.9074","1.9412","1322500","2567237"
"2025-07-03","1.9513","1.9831","1.9118","1.9452","1325000","2577390"
"2025-07-04","1.9563","1.9874","1.9164","1.9493","1327500","2587695.75"
"2025-07-07","1.9611","1.9915","1.921","1.9535","1330000","2598155"
"2025-07-08","1.9656","1.9952","1.9257","1.9576","1332500","2608502"
"2025-07-09","1.9697","1.9985","1.9304","1.9617","1335000","2618869.5"
"2025-07-10","1.9733","2.0012","1.9349","1.9656","1337500","2628990"
"2025-07-11","1.9763","2.0033","1.9392","1.9693","1340000","2638862"
"2025-07-14","1.9788","2.0049","1.9433","1.9727","1342500","2648349.75"
"2025-07-15","1.9807","2.0059","1.947","1.9757","1345000","2657316.5"
"2025-07-16","1.9819","2.0076","1.9502","1.9782","1347500","2665624.5"
"2025-07-17","1.9826","2.0092","1.9532","1.9804","1350000","2673540"
"2025-07-18","1.9826","2.0101","1.9555","1.982","1352500","2680655"
"2025-07-21","1.982","2.0114","1.9563","1.983","1355000","2686965"
"2025-07-22","1.981","2.0128","1.956","1.9836","1357500","2692737"
"2025-07-23","1.9796","2.0136","1.9538","1.9836","1360000","2697696"
"2025-07-24","1.9777","2.0138","1.9511","1.983","1362500","2701837.5"
"2025-07-25","1.9756","2.0135","1.9483","1.982","1365000","2705430"
"2025-07-28","1.9733","2.0127","1.9452","1.9805","1367500","2708333.75"
"2025-07-29","1.9707","2.0113","1.9419","1.9785","1370000","2710545"
"2025-07-30","1.9681","2.0094","1.9386","1.9761","1372500","2712197.25"
"2025-07-31","1.9655","2.0072","1.9353","1.9734","1375000","2713425"
"2025-08-01","1.9629","2.0046","1.9321","1.9704","1377500","2714226"
"2025-08-04","1.9605","2.0018","1.9291","1.9673","1380000","2714874"
"2025-08-05","1.9582","1.9987","1.9262","1.964","1382500","2715230"
"2025-08-06","1.9561","1.9956","1.9236","1.9607","1385000","2715569.5"
"2025-08-07","1.9542","1.9924","1.9212","1.9574","1387500","2715892.5"
"2025-08-08","1.9526","1.9893","1.9192","1.9543","1390000","2716477"
"2025-08-11","1.9513","1.9863","1.9175","1.9514","1392500","2717324.5"
"2025-08-12","1.9503","1.985","1.9146","1.9488","1395000","2718576"
"2025-08-13","1.9495","1.984","1.9121","1.9465","1397500","2720233.75"
"2025-08-14","1.9491","1.9833","1.91","1.9447","1400000","2722580"
"2025-08-15","1.9489","1.9827","1.9085","1.9433","1402500","2725478.25"
"2025-08-18","1.9492","1.9825","1.9076","1.9425","1405000","2729212.5"
"2025-08-19","1.9496","1.9824","1.9072","1.9422","1407500","2733646.5"
"2025-08-20","1.9505","1.9827","1.9076","1.9426","1410000","2739066"
"2025-08-21","1.9516","1.9831","1.9087","1.9436","1412500","2745335"
"2025-08-22","1.9529","1.9837","1.9103","1.9451","1415000","2752316.5"
"2025-08-25","1.9546","1.9846","1.9127","1.9473","1417500","2760297.75"
"2025-08-26","1.9566","1.9858","1.9157","1.9501","1420000","2769142"
"2025-08-27","1.9589","1.9873","1.9193","1.9534","1422500","2778711.5"
"2025-08-28","1.9615","1.989","1.9236","1.9573","1425000","2789152.5"
"2025-08-29","1.9644","1.991","1.9283","1.9616","1427500","2800184"
"2025-09-01","1.9676","1.9933","1.9334","1.9663","1430000","2811809"
"2025-09-02","1.9711","1.9966","1.9387","1.9714","1432500","2824030.5"
"2025-09-03","1.9748","2.0028","1.943","1.9767","1435000","2836564.5"
"2025-09-04","1.9789","2.0093","1.9476","1.9823","1437500","2849556.25"
"2025-09-05","1.9831","2.0158","1.9525","1.9879","1440000","2862576"
"2025-09-08","1.9875","2.0222","1.9575","1.9935","1442500","2875623.75"
"2025-09-09","1.9922","2.0287","1.9629","1.9991","1445000","2888699.5"
"2025-09-10","1.997","2.035","1.9684","2.0046","1447500","2901658.5"
"2025-09-11","2.0019","2.0409","1.974","2.0098","1450000","2914210"
"2025-09-12","2.0068","2.0466","1.9797","2.0148","1452500","2926497"
"2025-09-15","2.0117","2.0518","1.9853","2.0194","1455000","2938227"
"2025-09-16","2.0164","2.0565","1.9908","2.0235","1457500","2949251.25"
"2025-09-17","2.0209","2.0607","1.9957","2.0272","1460000","2959712"
"2025-09-18","2.0253","2.0644","1.9994","2.0304","1462500","2969460"
"2025-09-19","2.0292","2.0673","2.0025","2.033","1465000","2978345"
"2025-09-22","2.0327","2.0697","2.0053","2.0351","1467500","2986509.25"
"2025-09-23","2.0358","2.0714","2.0076","2.0366","1470000","2993802"
"2025-09-24","2.0383","2.0733","2.0086","2.0375","1472500","3000218.75"
"2025-09-25","2.0403","2.0753","2.0083","2.0379","1475000","3005902.5"
"2025-09-26","2.0415","2.0765","2.0074","2.0377","1477500","3010701.75"
"2025-09-29","2.0423","2.0771","2.0062","2.0371","1480000","3014908"
"2025-09-30","2.0423","2.0769","2.0045","2.036","1482500","3018370"
"2025-10-01","2.0416","2.076","2.0024","2.0345","1485000","3021232.5"
"2025-10-02","2.0404","2.0744","2.0001","2.0327","1487500","3023641.25"
"2025-10-03","2.0387","2.0723","1.9976","2.0307","1490000","3025743"
"2025-10-06","2.0364","2.0695","1.995","2.0285","1492500","3027536.25"
"2025-10-07","2.0338","2.0663","1.9923","2.0262","1495000","3029169"
"2025-10-08","2.0307","2.0626","1.9896","2.0238","1497500","3030640.5"
"2025-10-09","2.0275","2.0587","1.987","2.0215","1500000","3032250"
"2025-10-10","2.0242","2.0547","1.9847","2.0194","1502500","3034148.5"
"2025-10-13","2.0208","2.0505","1.9825","2.0174","1505000","3036187"
"2025-10-14","2.0177","2.0465","1.9808","2.0158","1507500","3038818.5"
"2025-10-15","2.0147","2.0427","1.9794","2.0144","1510000","3041744"
"2025-10-16","2.0122","2.0406","1.9772","2.0135","1512500","3045418.75"
"2025-10-17","2.0102","2.0392","1.9753","2.013","1515000","3049695"
"2025-10-20","2.0088","2.0383","1.974","2.013","1517500","3054727.5"
"2025-10-21","2.008","2.0391","1.9734","2.0135","1520000","3060520"
"2025-10-22","2.0079","2.041","1.9736","2.0145","1522500","3067076.25"
"2025-10-23","2.0087","2.0434","1.9747","2.016","1525000","3074400"
"2025-10-24","2.0103","2.0464","1.9766","2.0181","1527500","3082647.75"
"2025-10-27","2.0126","2.0497","1.9793","2.0206","1530000","3091518"
"2025-10-28","2.0157","2.0535","1.9829","2.0236","1532500","3101167"
"2025-10-29","2.0197","2.0578","1.9874","2.0271","1535000","3111598.5"
"2025-10-30","2.0242","2.0623","1.9925","2.0309","1537500","3122508.75"
"2025-10-31","2.0294","2.0671","1.9982","2.035","1540000","3133900"
"2025-11-03","2.035","2.0721","2.0045","2.0394","1542500","3145774.5"
"2025-11-04","2.041","2.0772","2.0111","2.044","1545000","3157980"
"2025-11-05","2.0472","2.0824","2.018","2.0487","1547500","3170363.25"
"2025-11-06","2.0535","2.0876","2.0249","2.0534","1550000","3182770"
"2025-11-07","2.0597","2.0942","2.0302","2.058","1552500","3195045"
"2025-11-10","2.0658","2.1005","2.0356","2.0626","1555000","3207343"
"2025-11-11","2.0715","2.1064","2.0407","2.0669","1557500","3219196.75"
"2025-11-12","2.0767","2.1117","2.0454","2.0709","1560000","3230604"
"2025-11-13","2.0814","2.1164","2.0493","2.0746","1562500","3241562.5"
"2025-11-14","2.0854","2.1203","2.0518","2.0779","1565000","3251913.5"
"2025-11-17","2.0885","2.1233","2.0538","2.0806","1567500","3261340.5"
"2025-11-18","2.0909","2.1254","2.0553","2.0829","1570000","3270153"
"2025-11-19","2.0924","2.1266","2.0563","2.0846","1572500","3278033.5"
"2025-11-20","2.093","2.1268","2.0568","2.0858","1575000","3285135"
"2025-11-21","2.0927","2.1261","2.0566","2.0863","1577500","3291138.25"
"2025-11-24","2.0915","2.1243","2.0558","2.0862","1580000","3296196"
"2025-11-25","2.0896","2.1218","2.0546","2.0856","1582500","3300462"
"2025-11-26","2.0869","2.1185","2.0528","2.0844","1585000","3303774"
"2025-11-27","2.0837","2.1146","2.0505","2.0827","1587500","3306286.25"
"2025-11-28","2.0798","2.1105","2.0471","2.0804","1590000","3307836"
"2025-12-01","2.0756","2.1071","2.0425","2.0778","1592500","3308896.5"
"2025-12-02","2.071","2.1032","2.0374","2.0747","1595000","3309146.5"
"2025-12-03","2.0664","2.099","2.0325","2.0714","1597500","3309061.5"
"2025-12-04","2.0617","2.0945","2.0274","2.0678","1600000","3308480"
"2025-12-05","2.0571","2.0899","2.0226","2.0641","1602500","3307720.25"
"2025-12-08","2.0525","2.0853","2.0178","2.0602","1605000","3306621"
"2025-12-09","2.0484","2.0824","2.0135","2.0564","1607500","3305663"
"2025-12-10","2.0447","2.0796","2.0097","2.0527","1610000","3304847"
"2025-12-11","2.0416","2.077","2.0066","2.0492","1612500","3304335"
"2025-12-12","2.0389","2.0745","2.0039","2.0459","1615000","3304128.5"
"2025-12-15","2.0369","2.0725","2.002","2.043","1617500","3304552.5"
"2025-12-16","2.0356","2.0708","2.0009","2.0405","1620000","3305610"
"2025-12-17","2.0348","2.0694","2.0003","2.0384","1622500","3307304"
"2025-12-18","2.0347","2.0685","2.0004","2.0368","1625000","3309800"
"2025-12-19","2.0353","2.0682","2.0013","2.0358","1627500","3313264.5"
"2025-12-22","2.0365","2.0694","2.0018","2.0354","1630000","3317702"
"2025-12-23","2.0381","2.0716","2.0023","2.0355","1632500","3322953.75"
"2025-12-24","2.0404","2.0743","2.0036","2.0363","1635000","3329350.5"
"2025-12-25","2.043","2.0773","2.0054","2.0376","1637500","3336570"
"2025-12-26","2.046","2.0806","2.0079","2.0396","1640000","3344944"
"2025-12-29","2.0493","2.0841","2.0109","2.042","1642500","3353985"
"2025-12-30","2.0528","2.0877","2.0146","2.045","1645000","3364025"
"2025-12-31","2.0565","2.0915","2.0187","2.0485","1647500","3374903.75"
"2026-01-01","2.0603","2.0953","2.0233","2.0524","1650000","3386460"
"2026-01-02","2.0641","2.099","2.0282","2.0566","1652500","3398531.5"
"2026-01-05","2.0679","2.1026","2.0335","2.0611","1655000","3411120.5"
"2026-01-06","2.0716","2.106","2.0389","2.0658","1657500","3424063.5"
"2026-01-07","2.0752","2.1093","2.0445","2.0706","1660000","3437196"
"2026-01-08","2.0787","2.1123","2.0501","2.0755","1662500","3450518.75"
"2026-01-09","2.0819","2.115","2.0549","2.0803","1665000","3463699.5"
"2026-01-12","2.0851","2.1177","2.0588","2.085","1667500","3476737.5"
"2026-01-13","2.088","2.1215","2.0611","2.0895","1670000","3489465"
"2026-01-14","2.0907","2.1251","2.063","2.0938","1672500","3501880.5"
"2026-01-15","2.0932","2.1282","2.0648","2.0977","1675000","3513647.5"
"2026-01-16","2.0955","2.131","2.0664","2.1012","1677500","3524763"
"2026-01-19","2.0975","2.1331","2.0677","2.1042","1680000","3535056"
"2026-01-20","2.0994","2.1349","2.0689","2.1068","1682500","3544691"
"2026-01-21","2.101","2.1361","2.0699","2.1089","1685000","3553496.5"
"2026-01-22","2.1025","2.1368","2.0708","2.1105","1687500","3561468.75"
"2026-01-23","2.1038","2.137","2.0716","2.1116","1690000","3568604"
"2026-01-26","2.1048","2.1376","2.072","2.1121","1692500","3574729.25"
"2026-01-27","2.1056","2.1385","2.0724","2.1121","1695000","3580009.5"
"2026-01-28","2.1062","2.1389","2.0726","2.1116","1697500","3584441"
"2026-01-29","2.1065","2.1389","2.0725","2.1107","1700000","3588190"
"2026-01-30","2.1068","2.1385","2.0725","2.1095","1702500","3591423.75"
"2026-02-02","2.1066","2.1376","2.072","2.1078","1705000","3593799"
"2026-02-03","2.1063","2.1369","2.0711","2.1059","1707500","3595824.25"
"2026-02-04","2.1059","2.1372","2.069","2.1039","1710000","3597669"
"2026-02-05","2.1051","2.1371","2.0666","2.1016","1712500","3598990"
"2026-02-06","2.1042","2.1368","2.0644","2.0994","1715000","3600471"
"2026-02-09","2.1032","2.1364","2.0622","2.0972","1717500","3601941"
"2026-02-10","2.1019","2.1356","2.0601","2.095","1720000","3603400"
"2026-02-11","2.1007","2.1348","2.0584","2.0931","1722500","3605364.75"
"2026-02-12","2.0993","2.1337","2.0569","2.0914","1725000","3607665"
"2026-02-13","2.0981","2.1328","2.0559","2.0901","1727500","3610647.75"
"2026-02-16","2.0968","2.1317","2.0552","2.0891","1730000","3614143"
"2026-02-17","2.0957","2.1307","2.0551","2.0886","1732500","3618499.5"
"2026-02-18","2.0948","2.1298","2.0555","2.0886","1735000","3623721"
"2026-02-19","2.0941","2.129","2.0564","2.089","1737500","3629637.5"
"2026-02-20","2.0939","2.1287","2.058","2.0901","1740000","3636774"
"2026-02-23","2.094","2.1286","2.0601","2.0917","1742500","3644787.25"
"2026-02-24","2.0945","2.1288","2.0628","2.0938","1745000","3653681"
"2026-02-25","2.0956","2.1304","2.0653","2.0965","1747500","3663633.75"
